product,source,value,country,indicator
Agriculture,DE,1.71589000532926,NO,Grassland
 -   ,DE,11.7297588933973,NO,Grassland
Food products,DE,96.1290216956367,NO,Grassland
Hotels and restaurants,DE,5.27841045569659,NO,Grassland
Education and health,DE,4.09914884402525,NO,Grassland
Food waste,DE,0.00671514510046399,NO,Grassland
Agriculture,DK,0.125685909573204,NO,Grassland
 -   ,DK,1.08241862773418,NO,Grassland
Food products,DK,22.2193754759946,NO,Grassland
Hotels and restaurants,DK,0.986337850052253,NO,Grassland
Education and health,DK,0.707006396814928,NO,Grassland
Food waste,DK,0.000834005667499225,NO,Grassland
Agriculture,EE,0.0959990908406363,NO,Grassland
 -   ,EE,2.47026419309198,NO,Grassland
Food products,EE,7.90901291631799,NO,Grassland
Hotels and restaurants,EE,1.42542813558725,NO,Grassland
Education and health,EE,0.641868128096014,NO,Grassland
Food waste,EE,0.00127550656538078,NO,Grassland
Agriculture,ES,0.92196320201561,NO,Grassland
 -   ,ES,17.1317139102201,NO,Grassland
Food products,ES,41.7907039813243,NO,Grassland
Hotels and restaurants,ES,9.07955755057978,NO,Grassland
Education and health,ES,4.56525532216402,NO,Grassland
Food waste,ES,0.0123993490388842,NO,Grassland
Agriculture,FI,0.00188430331809838,NO,Grassland
 -   ,FI,0.121331188751095,NO,Grassland
Food products,FI,0.136799926654632,NO,Grassland
Hotels and restaurants,FI,0.0265075605057562,NO,Grassland
Education and health,FI,0.0180832872516232,NO,Grassland
Food waste,FI,6.44121780485333e-05,NO,Grassland
Agriculture,FR,0.456530212931336,NO,Grassland
 -   ,FR,15.1363245635158,NO,Grassland
Food products,FR,49.8614614534892,NO,Grassland
Hotels and restaurants,FR,10.9219454424156,NO,Grassland
Education and health,FR,5.07329970780836,NO,Grassland
Food waste,FR,0.0107844957954096,NO,Grassland
Agriculture,GR,0.359214445306804,NO,Grassland
 -   ,GR,6.22211615373486,NO,Grassland
Food products,GR,20.1975770852679,NO,Grassland
Hotels and restaurants,GR,7.11227421590628,NO,Grassland
Education and health,GR,3.24599149798976,NO,Grassland
Food waste,GR,0.00448041666197833,NO,Grassland
Agriculture,HR,0.0402705710320334,NO,Grassland
 -   ,HR,0.624212211382545,NO,Grassland
Food products,HR,0.43869077629239,NO,Grassland
Hotels and restaurants,HR,0.285021296086926,NO,Grassland
Education and health,HR,0.150338937944897,NO,Grassland
Food waste,HR,0.000364174806911604,NO,Grassland
Agriculture,HU,0.0748087962871968,NO,Grassland
 -   ,HU,4.65299140879496,NO,Grassland
Food products,HU,3.08237185930019,NO,Grassland
Hotels and restaurants,HU,5.54696630227116,NO,Grassland
Education and health,HU,1.54652675240595,NO,Grassland
Food waste,HU,0.002989862071369,NO,Grassland
Agriculture,IE,5.05669673508037,NO,Grassland
 -   ,IE,26.8660380767355,NO,Grassland
Food products,IE,26.8615949391175,NO,Grassland
Hotels and restaurants,IE,10.2499488562226,NO,Grassland
Education and health,IE,8.12152548194961,NO,Grassland
Food waste,IE,0.0121595180693462,NO,Grassland
Agriculture,IT,0.22318616993698,NO,Grassland
 -   ,IT,5.66880415507034,NO,Grassland
Food products,IT,20.2531528284398,NO,Grassland
Hotels and restaurants,IT,3.9252625855779,NO,Grassland
Education and health,IT,1.95374647483349,NO,Grassland
Food waste,IT,0.00414640394356222,NO,Grassland
Agriculture,LT,0.154105732124105,NO,Grassland
 -   ,LT,3.22978156673128,NO,Grassland
Food products,LT,15.0334952660383,NO,Grassland
Hotels and restaurants,LT,0.612249512379659,NO,Grassland
Education and health,LT,0.459224877720732,NO,Grassland
Food waste,LT,0.000633962211341687,NO,Grassland
Agriculture,LU,0.0222969973096745,NO,Grassland
 -   ,LU,4.43617033228053,NO,Grassland
Food products,LU,1.94536811553134,NO,Grassland
Hotels and restaurants,LU,0.29894931583181,NO,Grassland
Education and health,LU,0.42551437192565,NO,Grassland
Food waste,LU,0.00119714552630317,NO,Grassland
Agriculture,LV,0.205007644414612,NO,Grassland
 -   ,LV,2.25669764581234,NO,Grassland
Food products,LV,23.319127517935,NO,Grassland
Hotels and restaurants,LV,1.21029881980685,NO,Grassland
Education and health,LV,0.746022682685814,NO,Grassland
Food waste,LV,0.00107930853326285,NO,Grassland
Agriculture,MT,3.83681785224711e-05,NO,Grassland
 -   ,MT,0.00188291031194707,NO,Grassland
Food products,MT,0.000559850140241176,NO,Grassland
Hotels and restaurants,MT,0.00103404407251945,NO,Grassland
Education and health,MT,0.000490268599867669,NO,Grassland
Food waste,MT,1.3912141943662e-06,NO,Grassland
Agriculture,NL,10.1457490378644,NO,Grassland
 -   ,NL,38.3336361960454,NO,Grassland
Food products,NL,29.3308196504303,NO,Grassland
Hotels and restaurants,NL,2.09798957115299,NO,Grassland
Education and health,NL,10.2356674987025,NO,Grassland
Food waste,NL,0.00981773007481986,NO,Grassland
Agriculture,PL,0.171382536349193,NO,Grassland
 -   ,PL,3.95492137754216,NO,Grassland
Food products,PL,26.8880638118699,NO,Grassland
Hotels and restaurants,PL,2.95243217978559,NO,Grassland
Education and health,PL,1.5033312956915,NO,Grassland
Food waste,PL,0.00312291749435799,NO,Grassland
Agriculture,PT,0.0635579749944782,NO,Grassland
 -   ,PT,6.25476947239189,NO,Grassland
Food products,PT,3.78084264289583,NO,Grassland
Hotels and restaurants,PT,7.76536677210856,NO,Grassland
Education and health,PT,1.83816645610366,NO,Grassland
Food waste,PT,0.00369412091625995,NO,Grassland
Agriculture,RO,0.189904864424362,NO,Grassland
 -   ,RO,9.07449262039045,NO,Grassland
Food products,RO,3.68209369119343,NO,Grassland
Hotels and restaurants,RO,1.85959998165303,NO,Grassland
Education and health,RO,1.40029422280898,NO,Grassland
Food waste,RO,0.00545048095680519,NO,Grassland
Agriculture,SE,0.398606662588335,NO,Grassland
 -   ,SE,2.11866941234784,NO,Grassland
Food products,SE,16.833070045358,NO,Grassland
Hotels and restaurants,SE,0.852473609568481,NO,Grassland
Education and health,SE,0.661812185046611,NO,Grassland
Food waste,SE,0.00103350536199092,NO,Grassland
Agriculture,SI,0.0040490034040301,NO,Grassland
 -   ,SI,0.58221906568887,NO,Grassland
Food products,SI,0.27118613929236,NO,Grassland
Hotels and restaurants,SI,0.436442020683102,NO,Grassland
Education and health,SI,0.120406420607405,NO,Grassland
Food waste,SI,0.000257443337377506,NO,Grassland
Agriculture,SK,0.0274255698659615,NO,Grassland
 -   ,SK,1.93786341802132,NO,Grassland
Food products,SK,2.78755559199613,NO,Grassland
Hotels and restaurants,SK,1.16506737580915,NO,Grassland
Education and health,SK,0.4123988806551,NO,Grassland
Food waste,SK,0.000971235264574561,NO,Grassland
Agriculture,GB,14.897444240104,NO,Grassland
 -   ,GB,88.9921261736187,NO,Grassland
Food products,GB,91.3391014097653,NO,Grassland
Hotels and restaurants,GB,11.3667240817911,NO,Grassland
Education and health,GB,30.1125969278816,NO,Grassland
Food waste,GB,0.0797781965230159,NO,Grassland
Agriculture,US,3.53530493682753,NO,Grassland
 -   ,US,266.349385181049,NO,Grassland
Food products,US,85.4364625707651,NO,Grassland
Hotels and restaurants,US,54.3496442693371,NO,Grassland
Education and health,US,121.967661836815,NO,Grassland
Food waste,US,0.115458512684498,NO,Grassland
Agriculture,JP,0.000762664906792123,NO,Grassland
 -   ,JP,0.0651746764610855,NO,Grassland
Food products,JP,0.00849079167140117,NO,Grassland
Hotels and restaurants,JP,0.0309342312224056,NO,Grassland
Education and health,JP,0.0290610719832735,NO,Grassland
Food waste,JP,3.51709394101996e-05,NO,Grassland
Agriculture,CN,4.48175460593079,NO,Grassland
 -   ,CN,1440.18146167448,NO,Grassland
Food products,CN,51.4914948661546,NO,Grassland
Hotels and restaurants,CN,83.4489791681984,NO,Grassland
Education and health,CN,123.540797756114,NO,Grassland
Food waste,CN,0.259560722963416,NO,Grassland
Agriculture,CA,0.486078337032246,NO,Grassland
 -   ,CA,37.7318678463806,NO,Grassland
Food products,CA,5.02984819281476,NO,Grassland
Hotels and restaurants,CA,34.3261298619976,NO,Grassland
Education and health,CA,15.0023985585977,NO,Grassland
Food waste,CA,0.0200737788496425,NO,Grassland
Agriculture,KR,0.00049538590235888,NO,Grassland
 -   ,KR,0.0892492716027423,NO,Grassland
Food products,KR,0.00420436691113866,NO,Grassland
Hotels and restaurants,KR,0.0445943100318395,NO,Grassland
Education and health,KR,0.0181097371038301,NO,Grassland
Food waste,KR,3.43837333136234e-05,NO,Grassland
Agriculture,BR,9.82593132149578,NO,Grassland
 -   ,BR,224.360422473128,NO,Grassland
Food products,BR,105.588338115393,NO,Grassland
Hotels and restaurants,BR,45.4640981459823,NO,Grassland
Education and health,BR,109.176602715901,NO,Grassland
Food waste,BR,0.0958432843165266,NO,Grassland
Agriculture,IN,0.165182266829825,NO,Grassland
 -   ,IN,35.4473958460049,NO,Grassland
Food products,IN,1.27920592963176,NO,Grassland
Hotels and restaurants,IN,18.7526066033916,NO,Grassland
Education and health,IN,6.09941519176018,NO,Grassland
Food waste,IN,0.0109466832463469,NO,Grassland
Agriculture,MX,1.73087957686665,NO,Grassland
 -   ,MX,27.1978787637053,NO,Grassland
Food products,MX,9.21625704239825,NO,Grassland
Hotels and restaurants,MX,3.30633217979285,NO,Grassland
Education and health,MX,8.87858250344482,NO,Grassland
Food waste,MX,0.0124223301477244,NO,Grassland
Agriculture,RU,2.93749650924329,NO,Grassland
 -   ,RU,192.816324503449,NO,Grassland
Food products,RU,60.0359609228127,NO,Grassland
Hotels and restaurants,RU,42.2722583044812,NO,Grassland
Education and health,RU,35.3421031704748,NO,Grassland
Food waste,RU,0.122689187283944,NO,Grassland
Agriculture,AU,8.7395805162407,NO,Grassland
 -   ,AU,734.183708001814,NO,Grassland
Food products,AU,81.4650904505487,NO,Grassland
Hotels and restaurants,AU,262.40843379053,NO,Grassland
Education and health,AU,331.342622806193,NO,Grassland
Food waste,AU,0.367877619741196,NO,Grassland
Agriculture,CH,0.101142304596358,NO,Grassland
 -   ,CH,13.0989882245091,NO,Grassland
Food products,CH,3.77376834673682,NO,Grassland
Hotels and restaurants,CH,2.66041048862053,NO,Grassland
Education and health,CH,1.84288242472354,NO,Grassland
Food waste,CH,0.0108063707339884,NO,Grassland
Agriculture,TR,1.44180357101811,NO,Grassland
 -   ,TR,71.4371657048576,NO,Grassland
Food products,TR,5.99059471607803,NO,Grassland
Hotels and restaurants,TR,52.331600698644,NO,Grassland
Education and health,TR,13.9946613343965,NO,Grassland
Food waste,TR,0.0362504016460322,NO,Grassland
Agriculture,TW,0.114479309765654,NO,Grassland
 -   ,TW,3.30288774579341,NO,Grassland
Food products,TW,0.326559329257542,NO,Grassland
Hotels and restaurants,TW,0.0617684206947913,NO,Grassland
Education and health,TW,1.16131945570815,NO,Grassland
Food waste,TW,0.000884263720736063,NO,Grassland
Agriculture,NO,7.74243020151022,NO,Grassland
 -   ,NO,25.899892342965,NO,Grassland
Food products,NO,191.781782417229,NO,Grassland
Hotels and restaurants,NO,12.5192390205597,NO,Grassland
Education and health,NO,26.2461558892451,NO,Grassland
Food waste,NO,0.0109488408036876,NO,Grassland
Agriculture,ID,0.01066991239022,NO,Grassland
 -   ,ID,2.14982654420712,NO,Grassland
Food products,ID,0.116834463920696,NO,Grassland
Hotels and restaurants,ID,0.0552695714558518,NO,Grassland
Education and health,ID,0.457879970983174,NO,Grassland
Food waste,ID,0.00082405654001988,NO,Grassland
Agriculture,ZA,6.67908246874087,NO,Grassland
 -   ,ZA,279.609178267704,NO,Grassland
Food products,ZA,4666.84074668579,NO,Grassland
Hotels and restaurants,ZA,14.7625165351673,NO,Grassland
Education and health,ZA,56.113587169752,NO,Grassland
Food waste,ZA,0.0895731884364567,NO,Grassland
Agriculture,WA,42.746217461294,NO,Grassland
 -   ,WA,2257.45250522511,NO,Grassland
Food products,WA,654.071601507795,NO,Grassland
Hotels and restaurants,WA,689.303106912526,NO,Grassland
Education and health,WA,329.164504681166,NO,Grassland
Food waste,WA,3.34133843979946,NO,Grassland
Agriculture,WL,152.486952226699,NO,Grassland
 -   ,WL,432.563533317564,NO,Grassland
Food products,WL,1845.49242395349,NO,Grassland
Hotels and restaurants,WL,205.318787362002,NO,Grassland
Education and health,WL,142.182516796299,NO,Grassland
Food waste,WL,0.389352955152239,NO,Grassland
Agriculture,WE,3.8027920257543,NO,Grassland
 -   ,WE,94.2083311938182,NO,Grassland
Food products,WE,94.6382203338032,NO,Grassland
Hotels and restaurants,WE,16.0912425401729,NO,Grassland
Education and health,WE,15.659023544868,NO,Grassland
Food waste,WE,0.0685078808076654,NO,Grassland
Agriculture,WF,243.616305617949,NO,Grassland
 -   ,WF,3136.2419255024,NO,Grassland
Food products,WF,813.520013126661,NO,Grassland
Hotels and restaurants,WF,813.796959046504,NO,Grassland
Education and health,WF,493.308760672072,NO,Grassland
Food waste,WF,2.15960824855838,NO,Grassland
Agriculture,WM,4.98666342454896,NO,Grassland
 -   ,WM,117.303910790993,NO,Grassland
Food products,WM,40.6001842658119,NO,Grassland
Hotels and restaurants,WM,62.0202670241318,NO,Grassland
Education and health,WM,28.8191487830356,NO,Grassland
Food waste,WM,0.0991044107417828,NO,Grassland
Agriculture,AT,0.49884176685181,NO,Forest
 -   ,AT,77.4232002965942,NO,Forest
Food products,AT,3.44706549524488,NO,Forest
Hotels and restaurants,AT,3.13770022320735,NO,Forest
Education and health,AT,4.77363749857363,NO,Forest
Food waste,AT,0.0487087923448706,NO,Forest
Agriculture,BE,0.200387007229292,NO,Forest
 -   ,BE,18.64410059368,NO,Forest
Food products,BE,0.769633805795015,NO,Forest
Hotels and restaurants,BE,0.793366487811002,NO,Forest
Education and health,BE,1.58786002442028,NO,Forest
Food waste,BE,0.0470630294800449,NO,Forest
Agriculture,BG,0.187707599814562,NO,Forest
 -   ,BG,26.019672042861,NO,Forest
Food products,BG,1.01127879673777,NO,Forest
Hotels and restaurants,BG,1.84452140017904,NO,Forest
Education and health,BG,2.22961515541021,NO,Forest
Food waste,BG,0.00750117099058357,NO,Forest
Agriculture,CY,0.0120494824105,NO,Forest
 -   ,CY,0.0353458064366185,NO,Forest
Food products,CY,0.00940179744554192,NO,Forest
Hotels and restaurants,CY,0.0154076353162289,NO,Forest
Education and health,CY,0.00669002082798116,NO,Forest
Food waste,CY,3.65414191558972e-05,NO,Forest
Agriculture,CZ,1.86378523107662,NO,Forest
 -   ,CZ,142.098029255631,NO,Forest
Food products,CZ,3.60025160701305,NO,Forest
Hotels and restaurants,CZ,3.73947979787036,NO,Forest
Education and health,CZ,7.8225870277755,NO,Forest
Food waste,CZ,0.0651057888390768,NO,Forest
Agriculture,DE,2.15222207281492,NO,Forest
 -   ,DE,314.06228964461,NO,Forest
Food products,DE,11.1148579102189,NO,Forest
Hotels and restaurants,DE,3.44560762044805,NO,Forest
Education and health,DE,18.5220584129809,NO,Forest
Food waste,DE,0.117002408442429,NO,Forest
Agriculture,DK,0.721719077181627,NO,Forest
 -   ,DK,159.617021533514,NO,Forest
Food products,DK,1.28786849741558,NO,Forest
Hotels and restaurants,DK,0.186869111648739,NO,Forest
Education and health,DK,3.48050950724189,NO,Forest
Food waste,DK,0.014175037493873,NO,Forest
Agriculture,EE,7.7370795748663,NO,Forest
 -   ,EE,2033.42026319341,NO,Forest
Food products,EE,19.3254584751512,NO,Forest
Hotels and restaurants,EE,5.65355851556476,NO,Forest
Education and health,EE,72.9226489300679,NO,Forest
Food waste,EE,0.457903533799054,NO,Forest
Agriculture,ES,10.5669378758078,NO,Forest
 -   ,ES,147.173303368897,NO,Forest
Food products,ES,12.0881413797012,NO,Forest
Hotels and restaurants,ES,5.97243933108732,NO,Forest
Education and health,ES,10.6973057610473,NO,Forest
Food waste,ES,0.103941720782245,NO,Forest
Agriculture,FI,8.20251548143722,NO,Forest
 -   ,FI,1450.58562500256,NO,Forest
Food products,FI,37.4613477904936,NO,Forest
Hotels and restaurants,FI,12.2863696391337,NO,Forest
Education and health,FI,85.7610954044317,NO,Forest
Food waste,FI,0.59524137759598,NO,Forest
Agriculture,FR,1.61194028894184,NO,Forest
 -   ,FR,122.325547410869,NO,Forest
Food products,FR,7.61025620942641,NO,Forest
Hotels and restaurants,FR,2.05053937312048,NO,Forest
Education and health,FR,8.93047053963026,NO,Forest
Food waste,FR,0.0559001100093557,NO,Forest
Agriculture,GR,0.328539850923144,NO,Forest
 -   ,GR,10.8881219053947,NO,Forest
Food products,GR,0.824919707380516,NO,Forest
Hotels and restaurants,GR,1.31367752616519,NO,Forest
Education and health,GR,1.40433451620347,NO,Forest
Food waste,GR,0.00733776595051211,NO,Forest
Agriculture,HR,0.0546579525195942,NO,Forest
 -   ,HR,5.74081185723224,NO,Forest
Food products,HR,1.26189726314977,NO,Forest
Hotels and restaurants,HR,1.21979309682362,NO,Forest
Education and health,HR,1.24992910627679,NO,Forest
Food waste,HR,0.0026737759316801,NO,Forest
Agriculture,HU,0.320502677326445,NO,Forest
 -   ,HU,43.0952446242137,NO,Forest
Food products,HU,1.95424538548585,NO,Forest
Hotels and restaurants,HU,4.20253860751634,NO,Forest
Education and health,HU,3.07147891719401,NO,Forest
Food waste,HU,0.0221473248839626,NO,Forest
Agriculture,IE,0.164426435858749,NO,Forest
 -   ,IE,43.6955936845862,NO,Forest
Food products,IE,0.428919480166906,NO,Forest
Hotels and restaurants,IE,0.141308803838792,NO,Forest
Education and health,IE,1.59343321439905,NO,Forest
Food waste,IE,0.00837251536016364,NO,Forest
Agriculture,IT,1.01799893492532,NO,Forest
 -   ,IT,129.47411499158,NO,Forest
Food products,IT,40.5975659554836,NO,Forest
Hotels and restaurants,IT,4.10135719967894,NO,Forest
Education and health,IT,5.89877462016539,NO,Forest
Food waste,IT,0.0384642284164802,NO,Forest
Agriculture,LT,1.04962692322599,NO,Forest
 -   ,LT,212.619092442837,NO,Forest
Food products,LT,4.07238703179514,NO,Forest
Hotels and restaurants,LT,1.01944185387161,NO,Forest
Education and health,LT,10.6722748521654,NO,Forest
Food waste,LT,0.0816467089435895,NO,Forest
Agriculture,LU,0.0113952427902051,NO,Forest
 -   ,LU,1.59446456501052,NO,Forest
Food products,LU,0.0446781007884493,NO,Forest
Hotels and restaurants,LU,0.021338625993094,NO,Forest
Education and health,LU,0.153105122016186,NO,Forest
Food waste,LU,0.000722706432159866,NO,Forest
Agriculture,LV,4.55803534031626,NO,Forest
 -   ,LV,894.44769218259,NO,Forest
Food products,LV,20.7461520035807,NO,Forest
Hotels and restaurants,LV,4.27884825645289,NO,Forest
Education and health,LV,48.6231886078386,NO,Forest
Food waste,LV,0.444403902712721,NO,Forest
Agriculture,MT,0,NO,Forest
 -   ,MT,0,NO,Forest
Food products,MT,0,NO,Forest
Hotels and restaurants,MT,0,NO,Forest
Education and health,MT,0,NO,Forest
Food waste,MT,0,NO,Forest
Agriculture,NL,0.46103193909789,NO,Forest
 -   ,NL,91.8771256588081,NO,Forest
Food products,NL,0.961523660775912,NO,Forest
Hotels and restaurants,NL,0.245805968790958,NO,Forest
Education and health,NL,2.2717666042493,NO,Forest
Food waste,NL,0.0107838539576026,NO,Forest
Agriculture,PL,6.3495144315819,NO,Forest
 -   ,PL,748.644506510341,NO,Forest
Food products,PL,16.803124855382,NO,Forest
Hotels and restaurants,PL,5.42124802375857,NO,Forest
Education and health,PL,32.0993928589717,NO,Forest
Food waste,PL,0.169586656999798,NO,Forest
Agriculture,PT,0.799509121987605,NO,Forest
 -   ,PT,31.9070267812039,NO,Forest
Food products,PT,1.68640719803359,NO,Forest
Hotels and restaurants,PT,1.17322571275117,NO,Forest
Education and health,PT,2.22543301114802,NO,Forest
Food waste,PT,0.027220582771551,NO,Forest
Agriculture,RO,0.151671921001071,NO,Forest
 -   ,RO,14.6399773977784,NO,Forest
Food products,RO,0.553624407024741,NO,Forest
Hotels and restaurants,RO,0.308437468032841,NO,Forest
Education and health,RO,1.54268461296873,NO,Forest
Food waste,RO,0.0100974069146028,NO,Forest
Agriculture,SE,48.686659349095,NO,Forest
 -   ,SE,10878.790404493,NO,Forest
Food products,SE,178.435852423566,NO,Forest
Hotels and restaurants,SE,38.5889291491865,NO,Forest
Education and health,SE,497.617286086277,NO,Forest
Food waste,SE,4.20901016517716,NO,Forest
Agriculture,SI,0.124205106678873,NO,Forest
 -   ,SI,19.4283677289933,NO,Forest
Food products,SI,1.48569053424778,NO,Forest
Hotels and restaurants,SI,0.683848119654053,NO,Forest
Education and health,SI,1.13376007339838,NO,Forest
Food waste,SI,0.008903732859108,NO,Forest
Agriculture,SK,0.737607402965436,NO,Forest
 -   ,SK,127.759718138237,NO,Forest
Food products,SK,3.25299920879424,NO,Forest
Hotels and restaurants,SK,8.13394003509879,NO,Forest
Education and health,SK,8.76028250595896,NO,Forest
Food waste,SK,0.066063855379092,NO,Forest
Agriculture,GB,0.407775458673149,NO,Forest
 -   ,GB,77.7226178795028,NO,Forest
Food products,GB,1.61346064704301,NO,Forest
Hotels and restaurants,GB,0.368959001929379,NO,Forest
Education and health,GB,4.20882526365814,NO,Forest
Food waste,GB,0.026536065165325,NO,Forest
Agriculture,US,12.0358746852199,NO,Forest
 -   ,US,1095.65426825983,NO,Forest
Food products,US,63.7166904117504,NO,Forest
Hotels and restaurants,US,16.9295643618177,NO,Forest
Education and health,US,105.764407329298,NO,Forest
Food waste,US,0.883897802400225,NO,Forest
Agriculture,JP,0.184095133016396,NO,Forest
 -   ,JP,24.429750465413,NO,Forest
Food products,JP,0.745045046655948,NO,Forest
Hotels and restaurants,JP,0.381245812572106,NO,Forest
Education and health,JP,3.26772579952083,NO,Forest
Food waste,JP,0.013825370093132,NO,Forest
Agriculture,CN,19.771966606941,NO,Forest
 -   ,CN,2623.44559942815,NO,Forest
Food products,CN,56.3543094912584,NO,Forest
Hotels and restaurants,CN,28.0282317142102,NO,Forest
Education and health,CN,249.268722488809,NO,Forest
Food waste,CN,1.32799317809438,NO,Forest
Agriculture,CA,11.0552342886408,NO,Forest
 -   ,CA,1068.93799584764,NO,Forest
Food products,CA,51.9906828076914,NO,Forest
Hotels and restaurants,CA,33.6384296689739,NO,Forest
Education and health,CA,100.915794869603,NO,Forest
Food waste,CA,0.550526491946054,NO,Forest
Agriculture,KR,0.127120083757682,NO,Forest
 -   ,KR,21.9091768700069,NO,Forest
Food products,KR,1.25190236415453,NO,Forest
Hotels and restaurants,KR,9.49571196295292,NO,Forest
Education and health,KR,3.01846202877518,NO,Forest
Food waste,KR,0.00802319726036133,NO,Forest
Agriculture,BR,95.01582295383,NO,Forest
 -   ,BR,487.530597338292,NO,Forest
Food products,BR,117.164387355275,NO,Forest
Hotels and restaurants,BR,23.0604309431104,NO,Forest
Education and health,BR,81.0016510900996,NO,Forest
Food waste,BR,0.283822635741701,NO,Forest
Agriculture,IN,0.323913520337232,NO,Forest
 -   ,IN,21.7185547631379,NO,Forest
Food products,IN,0.891895075734614,NO,Forest
Hotels and restaurants,IN,0.384165202313854,NO,Forest
Education and health,IN,6.55884366563235,NO,Forest
Food waste,IN,0.0114244796770368,NO,Forest
Agriculture,MX,6.6693508593354,NO,Forest
 -   ,MX,123.850435719971,NO,Forest
Food products,MX,15.2662222050413,NO,Forest
Hotels and restaurants,MX,2.24485545516951,NO,Forest
Education and health,MX,13.3531301682146,NO,Forest
Food waste,MX,0.0636601382406531,NO,Forest
Agriculture,RU,48.2772491869434,NO,Forest
 -   ,RU,6796.16486929928,NO,Forest
Food products,RU,223.934816795606,NO,Forest
Hotels and restaurants,RU,73.3696635284362,NO,Forest
Education and health,RU,536.829583616868,NO,Forest
Food waste,RU,3.87216888264299,NO,Forest
Agriculture,AU,24.0507546702728,NO,Forest
 -   ,AU,827.898533489741,NO,Forest
Food products,AU,32.6516948923675,NO,Forest
Hotels and restaurants,AU,41.8902455871692,NO,Forest
Education and health,AU,99.0375377057168,NO,Forest
Food waste,AU,0.504704262018504,NO,Forest
Agriculture,CH,0.191744297069571,NO,Forest
 -   ,CH,21.6242504824501,NO,Forest
Food products,CH,3.50431173970757,NO,Forest
Hotels and restaurants,CH,1.51026987518643,NO,Forest
Education and health,CH,3.5403320643994,NO,Forest
Food waste,CH,0.0208336068718798,NO,Forest
Agriculture,TR,0.448103229532507,NO,Forest
 -   ,TR,38.1726106271156,NO,Forest
Food products,TR,1.34115981066914,NO,Forest
Hotels and restaurants,TR,8.96519728540719,NO,Forest
Education and health,TR,4.65188029322143,NO,Forest
Food waste,TR,0.0159136254747877,NO,Forest
Agriculture,TW,0.710481982572472,NO,Forest
 -   ,TW,72.6754707955596,NO,Forest
Food products,TW,1.38537390495451,NO,Forest
Hotels and restaurants,TW,0.762383482262383,NO,Forest
Education and health,TW,6.07577298061485,NO,Forest
Food waste,TW,0.0557112100548013,NO,Forest
Agriculture,NO,301.533717135904,NO,Forest
 -   ,NO,31260.9643672019,NO,Forest
Food products,NO,201.610700693199,NO,Forest
Hotels and restaurants,NO,15.1704729114625,NO,Forest
Education and health,NO,731.396938360058,NO,Forest
Food waste,NO,3.13774693917252,NO,Forest
Agriculture,ID,3.2095404867405,NO,Forest
 -   ,ID,321.330966146707,NO,Forest
Food products,ID,17.1962008300637,NO,Forest
Hotels and restaurants,ID,6.08779891068018,NO,Forest
Education and health,ID,98.0501290794197,NO,Forest
Food waste,ID,0.142558492745305,NO,Forest
Agriculture,ZA,0.184488721514434,NO,Forest
 -   ,ZA,9.39926809276488,NO,Forest
Food products,ZA,0.390677223816934,NO,Forest
Hotels and restaurants,ZA,0.16345098742096,NO,Forest
Education and health,ZA,1.72087819122242,NO,Forest
Food waste,ZA,0.00493372301001196,NO,Forest
Agriculture,WA,23.7296451129477,NO,Forest
 -   ,WA,1105.59720475306,NO,Forest
Food products,WA,36.4644795171193,NO,Forest
Hotels and restaurants,WA,46.1706589124673,NO,Forest
Education and health,WA,102.571596293295,NO,Forest
Food waste,WA,1.09174916491708,NO,Forest
Agriculture,WL,55.1833095600657,NO,Forest
 -   ,WL,1978.32995018771,NO,Forest
Food products,WL,54.9216238725179,NO,Forest
Hotels and restaurants,WL,20.8030852365383,NO,Forest
Education and health,WL,183.811948917085,NO,Forest
Food waste,WL,0.833048180598562,NO,Forest
Agriculture,WE,3.47176044994236,NO,Forest
 -   ,WE,486.431872910695,NO,Forest
Food products,WE,22.6137795461217,NO,Forest
Hotels and restaurants,WE,8.14923104679589,NO,Forest
Education and health,WE,33.9743891688574,NO,Forest
Food waste,WE,0.147692993830114,NO,Forest
Agriculture,WF,47.5390072074343,NO,Forest
 -   ,WF,1778.29345696625,NO,Forest
Food products,WF,61.7039351230632,NO,Forest
Hotels and restaurants,WF,69.9519287193224,NO,Forest
Education and health,WF,209.79468668739,NO,Forest
Food waste,WF,1.17792915937077,NO,Forest
Agriculture,WM,0.622027752924322,NO,Forest
 -   ,WM,7.55581739970059,NO,Forest
Food products,WM,0.384356038930757,NO,Forest
Hotels and restaurants,WM,0.169126358124914,NO,Forest
Education and health,WM,0.65424056172525,NO,Forest
Food waste,WM,0.00651265730892613,NO,Forest
Agriculture,AT,0.0469535624980188,NO,Blue Water Consumption
 -   ,AT,0.835907546277036,NO,Blue Water Consumption
Food products,AT,0.182274252888288,NO,Blue Water Consumption
Hotels and restaurants,AT,0.0622574419689002,NO,Blue Water Consumption
Education and health,AT,0.0663432248436484,NO,Blue Water Consumption
Food waste,AT,0.000302263416356737,NO,Blue Water Consumption
Agriculture,BE,0.582858533002773,NO,Blue Water Consumption
 -   ,BE,3.28878188849496,NO,Blue Water Consumption
Food products,BE,2.17117588094624,NO,Blue Water Consumption
Hotels and restaurants,BE,0.317055017104435,NO,Blue Water Consumption
Education and health,BE,0.311634003978488,NO,Blue Water Consumption
Food waste,BE,0.00264618157163791,NO,Blue Water Consumption
Agriculture,BG,0.013165680764919,NO,Blue Water Consumption
